1,118.6507251,33.34849605,13.308622
2,118.6508189,33.34853065,13.308137
3,118.6509131,33.34856509,13.308803
4,118.6510078,33.34859924,13.309385
5,118.6511029,33.34863298,13.309576
6,118.6511985,33.34866618,13.308494
7,118.6512947,33.34869871,13.304721
8,118.6513914,33.34873045,13.302709
9,118.6514888,33.34876128,13.302207
10,118.6515867,33.34879106,13.302328
11,118.6516854,33.34881968,13.302257
12,118.6517847,33.348847,13.303843
13,118.6506219,33.3484882,13.304867
14,118.6507156,33.34852271,13.308236
15,118.6508096,33.34855718,13.308249
16,118.6509041,33.3485915,13.308734
17,118.650999,33.34862555,13.30926
18,118.6510944,33.34865919,13.309442
19,118.6511903,33.34869231,13.308373
20,118.6512868,33.34872478,13.304921
21,118.6513838,33.34875649,13.302973
22,118.6514815,33.34878731,13.302297
23,118.6515797,33.34881711,13.302396
24,118.6516787,33.34884578,13.302377
25,118.6517783,33.34887319,13.303715
26,118.6518786,33.3488992,13.30269
27,118.6519797,33.34892372,13.302791
28,118.6506121,33.34851501,13.307035
29,118.650706,33.34854938,13.308151
30,118.6508003,33.34858373,13.30826
31,118.650895,33.34861793,13.308611
32,118.6509902,33.34865187,13.309098
33,118.6510859,33.34868542,13.309299
34,118.6511822,33.34871846,13.308263
35,118.6512789,33.34875089,13.305098
36,118.6513762,33.34878256,13.303187
37,118.6514742,33.34881338,13.302402
38,118.6515727,33.3488432,13.302431
39,118.6516719,33.3488719,13.302425
40,118.6517718,33.3488994,13.303596
41,118.6518724,33.34892553,13.303078
42,118.6519737,33.34895021,13.302737
43,118.6520758,33.34897329,13.299917
44,118.6521786,33.34899466,13.298654
45,118.6522823,33.3490142,13.30021
46,118.6523869,33.34903181,13.30133
47,118.6558967,33.3490687,13.38249
48,118.6560499,33.34906608,13.383023
49,118.656205,33.34906365,13.383502
50,118.6563617,33.34906138,13.383576
51,118.6565201,33.34905928,13.383592
52,118.65668,33.34905732,13.383573
53,118.6568412,33.34905551,13.383529
54,118.6570038,33.34905383,13.383477
55,118.6571676,33.34905228,13.38338
56,118.6573326,33.34905083,13.383348
57,118.6574985,33.34904949,13.383348
58,118.6576654,33.34904825,13.383347
59,118.6578331,33.34904709,13.383328
60,118.6580015,33.34904599,13.3833
61,118.6581706,33.34904497,13.383265
62,118.6583402,33.349044,13.38322
63,118.6506022,33.34854185,13.307573
64,118.6506964,33.34857609,13.308097
65,118.650791,33.34861031,13.308217
66,118.650886,33.34864439,13.308472
67,118.6509815,33.34867822,13.308935
